outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,curiosity_buyer_minus_seller_mean,200,-0.6409,0.0,-0.6675,0.0,0.6409,emaad
outcome_binary,pride_buyer_minus_seller_mean,200,0.6009,0.0,0.6397,0.0,0.6009,emaad
outcome_binary,disapproval_buyer_minus_seller_mean,200,0.5796,0.0,0.7301,0.0,0.5796,emaad
outcome_binary,disapproval_mean,200,-0.5534,0.0,-0.6816,0.0,0.5534,emaad
outcome_binary,excitement_late_mean,200,0.5481,0.0,0.758,0.0,0.5481,emaad
outcome_binary,disapproval_std,200,-0.5105,0.0,-0.6201,0.0,0.5105,emaad
outcome_binary,relief_buyer_minus_seller_mean,200,0.5087,0.0,0.5775,0.0,0.5087,emaad
outcome_binary,remorse_min,200,-0.497,0.0,-0.5366,0.0,0.497,emaad
outcome_binary,joy_buyer_minus_seller_mean,200,0.4959,0.0,0.5432,0.0,0.4959,emaad
outcome_binary,surprise_last,200,0.4936,0.0,0.5738,0.0,0.4936,emaad
outcome_binary,annoyance_min,200,-0.4919,0.0,-0.4966,0.0,0.4919,emaad
outcome_binary,annoyance_mean,200,-0.4908,0.0,-0.6729,0.0,0.4908,emaad
outcome_binary,grief_mean,200,-0.4878,0.0,-0.5233,0.0,0.4878,emaad
outcome_binary,relief_mean,200,-0.4852,0.0,-0.5097,0.0,0.4852,emaad
outcome_binary,disapproval_max,200,-0.4788,0.0,-0.5877,0.0,0.4788,emaad
outcome_binary,disapproval_late_mean,200,-0.4657,0.0,-0.7221,0.0,0.4657,emaad
outcome_binary,disgust_mean,200,-0.4532,0.0,-0.4678,0.0,0.4532,emaad
outcome_binary,embarrassment_mean,200,-0.4524,0.0,-0.6111,0.0,0.4524,emaad
outcome_binary,confusion_min,200,-0.4513,0.0,-0.4405,0.0,0.4513,emaad
outcome_binary,caring_mean,200,-0.437,0.0,-0.4424,0.0,0.437,emaad
outcome_binary,excitement_mean,200,0.4344,0.0,0.4678,0.0,0.4344,emaad
outcome_binary,disapproval_last,200,-0.4322,0.0,-0.5454,0.0,0.4322,emaad
outcome_binary,embarrassment_min,200,-0.4319,0.0,-0.3923,0.0,0.4319,emaad
outcome_binary,curiosity_mean,200,0.4276,0.0,0.4212,0.0,0.4276,emaad
outcome_binary,disgust_min,200,-0.425,0.0,-0.4238,0.0,0.425,emaad
outcome_binary,disapproval_delta,200,-0.4237,0.0,-0.5182,0.0,0.4237,emaad
outcome_binary,approval_buyer_minus_seller_mean,200,-0.4229,0.0,-0.4289,0.0,0.4229,emaad
outcome_binary,grief_min,200,-0.4093,0.0,-0.4164,0.0,0.4093,emaad
outcome_binary,sadness_min,200,-0.4079,0.0,-0.3901,0.0,0.4079,emaad
outcome_binary,curiosity_std,200,0.4049,0.0,0.3828,0.0,0.4049,emaad
outcome_binary,gratitude_buyer_minus_seller_mean,200,0.3977,0.0,0.3701,0.0,0.3977,emaad
outcome_binary,amusement_late_mean,200,0.3954,0.0,0.5279,0.0,0.3954,emaad
outcome_binary,caring_late_mean,200,-0.3887,0.0,-0.5439,0.0,0.3887,emaad
outcome_binary,annoyance_late_mean,200,-0.3875,0.0,-0.6256,0.0,0.3875,emaad
outcome_binary,disappointment_late_mean,200,-0.383,0.0,-0.6559,0.0,0.383,emaad
outcome_binary,caring_min,200,-0.3762,0.0,-0.3767,0.0,0.3762,emaad
outcome_binary,anger_late_mean,200,-0.3761,0.0,-0.4299,0.0,0.3761,emaad
outcome_binary,grief_late_mean,200,-0.3732,0.0,-0.3911,0.0,0.3732,emaad
outcome_binary,disapproval_late_minus_early,200,-0.3657,0.0,-0.5279,0.0,0.3657,emaad
outcome_binary,desire_min,200,-0.3655,0.0,-0.3462,0.0,0.3655,emaad
outcome_binary,annoyance_std,200,-0.3638,0.0,-0.5222,0.0,0.3638,emaad
outcome_binary,nervousness_min,200,-0.3634,0.0,-0.3492,0.0,0.3634,emaad
outcome_binary,annoyance_buyer_minus_seller_mean,200,0.3603,0.0,0.521,0.0,0.3603,emaad
outcome_binary,embarrassment_buyer_minus_seller_mean,200,0.3561,0.0,0.4294,0.0,0.3561,emaad
outcome_binary,disappointment_late_minus_early,200,-0.3527,0.0,-0.4787,0.0,0.3527,emaad
outcome_binary,fear_min,200,-0.3526,0.0,-0.3139,0.0,0.3526,emaad
outcome_binary,optimism_late_mean,200,-0.3522,0.0,-0.4351,0.0,0.3522,emaad
outcome_binary,annoyance_max,200,-0.3484,0.0,-0.4871,0.0,0.3484,emaad
outcome_binary,curiosity_max,200,0.3474,0.0,0.3237,0.0,0.3474,emaad
outcome_binary,joy_min,200,-0.347,0.0,-0.3365,0.0,0.347,emaad
outcome_binary,caring_std,200,-0.3453,0.0,-0.3099,0.0,0.3453,emaad
outcome_binary,excitement_last,200,0.3433,0.0,0.4621,0.0,0.3433,emaad
outcome_binary,admiration_mean,200,0.3425,0.0,0.3197,0.0,0.3425,emaad
outcome_binary,surprise_min,200,-0.3419,0.0,-0.3563,0.0,0.3419,emaad
outcome_binary,disappointment_mean,200,-0.3411,0.0,-0.689,0.0,0.3411,emaad
outcome_binary,optimism_min,200,-0.335,0.0,-0.2888,0.0,0.335,emaad
outcome_binary,embarrassment_std,200,-0.3292,0.0,-0.4503,0.0,0.3292,emaad
outcome_binary,realization_mean,200,-0.3281,0.0,-0.5226,0.0,0.3281,emaad
outcome_binary,approval_max,200,0.328,0.0,0.3762,0.0,0.328,emaad
outcome_binary,remorse_last,200,-0.3275,0.0,-0.4223,0.0,0.3275,emaad
outcome_binary,excitement_max,200,0.3249,0.0,0.3875,0.0,0.3249,emaad
outcome_binary,remorse_delta,200,-0.3248,0.0,-0.3786,0.0,0.3248,emaad
outcome_binary,joy_mean,200,-0.3223,0.0,-0.1891,0.0073,0.3223,emaad
outcome_binary,annoyance_last,200,-0.3179,0.0,-0.3102,0.0,0.3179,emaad
outcome_binary,disgust_std,200,-0.3177,0.0,-0.3436,0.0,0.3177,emaad
outcome_binary,pride_min,200,-0.3164,0.0,-0.356,0.0,0.3164,emaad
outcome_binary,annoyance_late_minus_early,200,-0.3154,0.0,-0.4398,0.0,0.3154,emaad
outcome_binary,grief_buyer_minus_seller_mean,200,0.3136,0.0,0.3358,0.0,0.3136,emaad
outcome_binary,excitement_std,200,0.3128,0.0,0.3726,0.0,0.3128,emaad
outcome_binary,disappointment_buyer_minus_seller_mean,200,0.3115,0.0,0.6495,0.0,0.3115,emaad
outcome_binary,admiration_max,200,0.3092,0.0,0.2401,0.0006,0.3092,emaad
outcome_binary,embarrassment_max,200,-0.3071,0.0,-0.423,0.0,0.3071,emaad
outcome_binary,relief_min,200,-0.3046,0.0,-0.3381,0.0,0.3046,emaad
outcome_binary,disgust_late_mean,200,-0.3009,0.0,-0.2806,0.0001,0.3009,emaad
outcome_binary,embarrassment_late_mean,200,-0.2982,0.0,-0.4102,0.0,0.2982,emaad
outcome_binary,disgust_max,200,-0.2955,0.0,-0.3249,0.0,0.2955,emaad
outcome_binary,disgust_late_minus_early,200,-0.2952,0.0,-0.308,0.0,0.2952,emaad
outcome_binary,relief_std,200,-0.2929,0.0,-0.2945,0.0,0.2929,emaad
outcome_binary,caring_last,200,-0.292,0.0,-0.1729,0.0144,0.292,emaad
outcome_binary,caring_delta,200,-0.2915,0.0,-0.1619,0.022,0.2915,emaad
outcome_binary,admiration_early_mean,200,0.2884,0.0,0.3149,0.0,0.2884,emaad
outcome_binary,grief_std,200,-0.2852,0.0,-0.3036,0.0,0.2852,emaad
outcome_binary,admiration_std,200,0.285,0.0,0.2293,0.0011,0.285,emaad
outcome_binary,pride_mean,200,-0.2827,0.0001,-0.265,0.0001,0.2827,emaad
outcome_binary,joy_std,200,-0.2817,0.0001,-0.1663,0.0186,0.2817,emaad
outcome_binary,sadness_mean,200,-0.277,0.0001,-0.4985,0.0,0.277,emaad
outcome_binary,joy_last,200,0.2757,0.0001,0.3253,0.0,0.2757,emaad
outcome_binary,curiosity_early_mean,200,0.2748,0.0001,0.2614,0.0002,0.2748,emaad
outcome_binary,optimism_mean,200,-0.2726,0.0001,-0.2929,0.0,0.2726,emaad
outcome_binary,anger_min,200,-0.2714,0.0001,-0.2513,0.0003,0.2714,emaad
outcome_binary,admiration_buyer_minus_seller_mean,200,0.2706,0.0001,0.2863,0.0,0.2706,emaad
outcome_binary,realization_late_mean,200,-0.27,0.0001,-0.2815,0.0001,0.27,emaad
outcome_binary,joy_delta,200,0.2697,0.0001,0.2025,0.004,0.2697,emaad
outcome_binary,approval_min,200,-0.2688,0.0001,-0.3025,0.0,0.2688,emaad
outcome_binary,caring_max,200,-0.2679,0.0001,-0.2381,0.0007,0.2679,emaad
outcome_binary,annoyance_early_mean,200,-0.2646,0.0002,-0.2841,0.0,0.2646,emaad
outcome_binary,caring_early_mean,200,-0.2636,0.0002,-0.208,0.0031,0.2636,emaad
outcome_binary,embarrassment_delta,200,-0.2625,0.0002,-0.2363,0.0008,0.2625,emaad
outcome_binary,gratitude_min,200,-0.2625,0.0002,-0.2403,0.0006,0.2625,emaad
outcome_binary,disappointment_std,200,-0.2588,0.0002,-0.6066,0.0,0.2588,emaad
outcome_binary,embarrassment_first,200,0.2588,0.0002,0.2745,0.0001,0.2588,emaad
outcome_binary,admiration_min,200,-0.2554,0.0003,-0.2833,0.0,0.2554,emaad
outcome_binary,admiration_late_mean,200,0.2479,0.0004,0.2522,0.0003,0.2479,emaad
outcome_binary,disappointment_min,200,-0.2476,0.0004,-0.2029,0.004,0.2476,emaad
outcome_binary,joy_late_minus_early,200,0.2475,0.0004,0.2709,0.0001,0.2475,emaad
outcome_binary,excitement_min,200,-0.2449,0.0005,-0.2279,0.0012,0.2449,emaad
outcome_binary,approval_last,200,-0.2448,0.0005,-0.283,0.0,0.2448,emaad
outcome_binary,fear_delta,200,-0.243,0.0005,-0.1836,0.0093,0.243,emaad
outcome_binary,approval_delta,200,-0.2413,0.0006,-0.2645,0.0002,0.2413,emaad
outcome_binary,amusement_late_minus_early,200,0.2395,0.0006,0.3175,0.0,0.2395,emaad
outcome_binary,disappointment_max,200,-0.2391,0.0006,-0.5676,0.0,0.2391,emaad
outcome_binary,disgust_last,200,-0.2354,0.0008,-0.235,0.0008,0.2354,emaad
outcome_binary,realization_buyer_minus_seller_mean,200,0.2315,0.001,0.4053,0.0,0.2315,emaad
outcome_binary,sadness_early_mean,200,-0.2256,0.0013,-0.1962,0.0054,0.2256,emaad
outcome_binary,remorse_early_mean,200,-0.2247,0.0014,-0.2267,0.0012,0.2247,emaad
outcome_binary,pride_std,200,-0.2219,0.0016,-0.1781,0.0117,0.2219,emaad
outcome_binary,grief_early_mean,200,-0.2214,0.0016,-0.2193,0.0018,0.2214,emaad
outcome_binary,desire_early_mean,200,-0.219,0.0018,-0.1891,0.0073,0.219,emaad
outcome_binary,nervousness_late_mean,200,-0.2173,0.002,-0.3476,0.0,0.2173,emaad
outcome_binary,disgust_delta,200,-0.2157,0.0022,-0.2014,0.0042,0.2157,emaad
outcome_binary,relief_early_mean,200,-0.2152,0.0022,-0.176,0.0127,0.2152,emaad
outcome_binary,joy_max,200,-0.2127,0.0025,-0.1188,0.0938,0.2127,emaad
outcome_binary,embarrassment_late_minus_early,200,-0.2114,0.0027,-0.2174,0.002,0.2114,emaad
outcome_binary,curiosity_last,200,0.2104,0.0028,0.0688,0.3333,0.2104,emaad
outcome_binary,grief_delta,200,-0.2104,0.0028,-0.181,0.0103,0.2104,emaad
outcome_binary,relief_max,200,-0.2081,0.0031,-0.1968,0.0052,0.2081,emaad
outcome_binary,fear_last,200,-0.2075,0.0032,-0.1178,0.0967,0.2075,emaad
outcome_binary,anger_late_minus_early,200,-0.2067,0.0033,-0.1703,0.0159,0.2067,emaad
outcome_binary,realization_late_minus_early,200,-0.2054,0.0035,-0.2148,0.0023,0.2054,emaad
outcome_binary,nervousness_mean,200,-0.2039,0.0038,-0.4642,0.0,0.2039,emaad
outcome_binary,anger_early_mean,200,-0.2025,0.004,-0.1907,0.0068,0.2025,emaad
outcome_binary,grief_last,200,-0.2021,0.0041,-0.1619,0.022,0.2021,emaad
outcome_binary,sadness_buyer_minus_seller_mean,200,0.1983,0.0049,0.2264,0.0013,0.1983,emaad
outcome_binary,joy_early_mean,200,-0.1953,0.0056,-0.0436,0.5394,0.1953,emaad
outcome_binary,optimism_std,200,-0.1906,0.0069,-0.1043,0.1417,0.1906,emaad
outcome_binary,sadness_std,200,-0.1897,0.0071,-0.2546,0.0003,0.1897,emaad
outcome_binary,excitement_early_mean,200,0.1882,0.0076,0.2347,0.0008,0.1882,emaad
outcome_binary,amusement_buyer_minus_seller_mean,200,-0.1874,0.0079,-0.2233,0.0015,0.1874,emaad
outcome_binary,love_delta,200,-0.187,0.008,-0.2129,0.0025,0.187,emaad
outcome_binary,grief_max,200,-0.1868,0.0081,-0.2047,0.0036,0.1868,emaad
outcome_binary,caring_late_minus_early,200,-0.1867,0.0081,-0.2153,0.0022,0.1867,emaad
outcome_binary,sadness_late_mean,200,-0.186,0.0083,-0.5097,0.0,0.186,emaad
outcome_binary,desire_mean,200,-0.184,0.0091,-0.2217,0.0016,0.184,emaad
outcome_binary,confusion_first,200,0.1805,0.0105,0.1207,0.0886,0.1805,emaad
outcome_binary,anger_mean,200,-0.1802,0.0106,-0.5068,0.0,0.1802,emaad
outcome_binary,disapproval_early_mean,200,-0.1796,0.0109,-0.0282,0.6915,0.1796,emaad
outcome_binary,curiosity_late_minus_early,200,-0.1793,0.0111,-0.1739,0.0138,0.1793,emaad
outcome_binary,relief_late_mean,200,-0.1792,0.0111,-0.171,0.0155,0.1792,emaad
outcome_binary,realization_std,200,-0.1777,0.0118,-0.4604,0.0,0.1777,emaad
outcome_binary,embarrassment_last,200,-0.1752,0.0131,-0.1344,0.0578,0.1752,emaad
outcome_binary,sadness_max,200,-0.1745,0.0135,-0.1865,0.0082,0.1745,emaad
outcome_binary,love_buyer_minus_seller_mean,200,-0.1736,0.0139,-0.136,0.0549,0.1736,emaad
outcome_binary,disgust_buyer_minus_seller_mean,200,0.1732,0.0142,0.127,0.0732,0.1732,emaad
outcome_binary,surprise_first,200,0.172,0.0148,0.1739,0.0138,0.172,emaad
outcome_binary,approval_early_mean,200,0.1717,0.015,0.1987,0.0048,0.1717,emaad
outcome_binary,realization_last,200,-0.1714,0.0152,-0.083,0.2428,0.1714,emaad
outcome_binary,confusion_last,200,0.1702,0.0159,0.0859,0.2264,0.1702,emaad
outcome_binary,confusion_delta,200,-0.1699,0.0162,-0.1057,0.1365,0.1699,emaad
outcome_binary,joy_late_mean,200,0.1698,0.0162,0.4185,0.0,0.1698,emaad
outcome_binary,curiosity_first,200,0.1684,0.0171,0.189,0.0074,0.1684,emaad
outcome_binary,admiration_first,200,0.1676,0.0177,0.1344,0.0578,0.1676,emaad
outcome_binary,disappointment_last,200,-0.1675,0.0178,-0.3759,0.0,0.1675,emaad
outcome_binary,pride_last,200,0.167,0.0181,0.1337,0.0591,0.167,emaad
outcome_binary,amusement_last,200,0.1655,0.0192,0.2039,0.0038,0.1655,emaad
outcome_binary,fear_late_mean,200,-0.165,0.0196,-0.3055,0.0,0.165,emaad
outcome_binary,optimism_max,200,-0.1649,0.0197,-0.0567,0.425,0.1649,emaad
outcome_binary,love_last,200,-0.1636,0.0206,-0.1354,0.0558,0.1636,emaad
outcome_binary,gratitude_early_mean,200,-0.1626,0.0214,-0.2252,0.0013,0.1626,emaad
outcome_binary,nervousness_buyer_minus_seller_mean,200,0.1622,0.0218,0.2065,0.0034,0.1622,emaad
outcome_binary,pride_delta,200,0.1622,0.0217,0.1074,0.1301,0.1622,emaad
outcome_binary,curiosity_delta,200,-0.1606,0.0231,-0.1817,0.01,0.1606,emaad
outcome_binary,approval_late_minus_early,200,-0.1603,0.0234,-0.159,0.0245,0.1603,emaad
outcome_binary,excitement_delta,200,0.1581,0.0253,0.1195,0.0919,0.1581,emaad
outcome_binary,nervousness_std,200,-0.156,0.0274,-0.3658,0.0,0.156,emaad
outcome_binary,gratitude_last,200,0.1552,0.0282,-0.0611,0.3898,0.1552,emaad
outcome_binary,surprise_early_mean,200,0.1501,0.0339,0.2806,0.0001,0.1501,emaad
outcome_binary,gratitude_mean,200,-0.149,0.0353,-0.1233,0.0819,0.149,emaad
outcome_binary,love_first,200,0.1486,0.0357,0.1289,0.069,0.1486,emaad
outcome_binary,anger_last,200,-0.1467,0.0382,-0.1367,0.0537,0.1467,emaad
outcome_binary,remorse_mean,200,-0.145,0.0405,-0.5692,0.0,0.145,emaad
outcome_binary,amusement_first,200,0.1419,0.045,0.1327,0.0611,0.1419,emaad
outcome_binary,excitement_late_minus_early,200,0.1412,0.0461,0.1432,0.043,0.1412,emaad
outcome_binary,amusement_delta,200,0.138,0.0513,0.0951,0.1804,0.138,emaad
outcome_binary,relief_last,200,0.1379,0.0514,0.0963,0.1749,0.1379,emaad
outcome_binary,disappointment_delta,200,-0.1376,0.0519,-0.2236,0.0015,0.1376,emaad
outcome_binary,amusement_mean,200,0.1369,0.0532,0.1446,0.041,0.1369,emaad
outcome_binary,approval_std,200,0.1361,0.0547,0.1445,0.0413,0.1361,emaad
outcome_binary,nervousness_max,200,-0.1353,0.0561,-0.3189,0.0,0.1353,emaad
outcome_binary,realization_delta,200,-0.1348,0.057,-0.1245,0.0789,0.1348,emaad
outcome_binary,relief_delta,200,0.1319,0.0627,0.0838,0.2379,0.1319,emaad
outcome_binary,gratitude_delta,200,0.1312,0.064,-0.0565,0.4271,0.1312,emaad
outcome_binary,excitement_first,200,0.1311,0.0642,0.0833,0.2408,0.1311,emaad
outcome_binary,grief_late_minus_early,200,-0.1302,0.0662,-0.1036,0.1444,0.1302,emaad
outcome_binary,confusion_std,200,-0.1301,0.0664,-0.03,0.6736,0.1301,emaad
outcome_binary,gratitude_late_minus_early,200,0.1299,0.0667,0.151,0.0328,0.1299,emaad
outcome_binary,fear_first,200,0.1294,0.0679,0.1282,0.0705,0.1294,emaad
outcome_binary,optimism_late_minus_early,200,-0.1286,0.0695,-0.3208,0.0,0.1286,emaad
outcome_binary,surprise_late_minus_early,200,-0.1244,0.0792,-0.1214,0.0868,0.1244,emaad
outcome_binary,optimism_early_mean,200,-0.1223,0.0846,-0.0764,0.2824,0.1223,emaad
outcome_binary,realization_max,200,-0.1222,0.0848,-0.3681,0.0,0.1222,emaad
outcome_binary,annoyance_delta,200,-0.122,0.0851,-0.1384,0.0507,0.122,emaad
outcome_binary,optimism_last,200,-0.12,0.0905,-0.1822,0.0098,0.12,emaad
outcome_binary,optimism_delta,200,-0.1189,0.0935,-0.1753,0.013,0.1189,emaad
outcome_binary,pride_max,200,-0.1147,0.1058,-0.0689,0.3321,0.1147,emaad
outcome_binary,love_min,200,-0.1137,0.109,-0.1223,0.0845,0.1137,emaad
outcome_binary,anger_std,200,-0.1134,0.1099,-0.2988,0.0,0.1134,emaad
outcome_binary,fear_late_minus_early,200,-0.1133,0.1101,-0.1048,0.1397,0.1133,emaad
outcome_binary,confusion_late_mean,200,-0.1122,0.1137,0.008,0.9108,0.1122,emaad
outcome_binary,desire_late_minus_early,200,0.1102,0.1202,0.0646,0.3634,0.1102,emaad
outcome_binary,anger_max,200,-0.1098,0.1217,-0.2008,0.0044,0.1098,emaad
outcome_binary,sadness_last,200,-0.1097,0.1221,-0.3291,0.0,0.1097,emaad
outcome_binary,annoyance_first,200,-0.1088,0.1251,-0.0956,0.1781,0.1088,emaad
outcome_binary,sadness_delta,200,-0.1086,0.1259,-0.3066,0.0,0.1086,emaad
outcome_binary,desire_late_mean,200,-0.1084,0.1264,-0.2172,0.002,0.1084,emaad
outcome_binary,remorse_late_mean,200,-0.1076,0.1294,-0.6438,0.0,0.1076,emaad
outcome_binary,surprise_delta,200,-0.1068,0.1322,-0.0677,0.3407,0.1068,emaad
outcome_binary,disgust_early_mean,200,0.1041,0.1423,0.1472,0.0375,0.1041,emaad
outcome_binary,remorse_buyer_minus_seller_mean,200,0.1041,0.1423,0.2562,0.0003,0.1041,emaad
outcome_binary,sadness_late_minus_early,200,-0.1039,0.1432,-0.1095,0.1228,0.1039,emaad
outcome_binary,surprise_buyer_minus_seller_mean,200,-0.1007,0.156,-0.2371,0.0007,0.1007,emaad
outcome_binary,nervousness_delta,200,-0.0953,0.1796,-0.0495,0.4861,0.0953,emaad
outcome_binary,realization_min,200,-0.0949,0.1812,-0.0832,0.2413,0.0949,emaad
outcome_binary,anger_delta,200,-0.0946,0.1829,-0.107,0.1314,0.0946,emaad
outcome_binary,love_max,200,0.0933,0.189,0.0348,0.6245,0.0933,emaad
outcome_binary,disappointment_early_mean,200,-0.0927,0.1916,-0.0755,0.2879,0.0927,emaad
outcome_binary,nervousness_first,200,0.0914,0.1982,0.0646,0.3634,0.0914,emaad
outcome_binary,remorse_std,200,-0.091,0.1999,-0.3102,0.0,0.091,emaad
outcome_binary,disappointment_first,200,-0.0899,0.2056,-0.0139,0.8456,0.0899,emaad
outcome_binary,nervousness_late_minus_early,200,-0.0891,0.2098,-0.0099,0.8896,0.0891,emaad
outcome_binary,fear_early_mean,200,0.0875,0.218,-0.0689,0.3321,0.0875,emaad
outcome_binary,remorse_late_minus_early,200,-0.0864,0.2239,-0.2184,0.0019,0.0864,emaad
outcome_binary,confusion_late_minus_early,200,-0.0859,0.2264,-0.1711,0.0154,0.0859,emaad
outcome_binary,joy_first,200,0.0858,0.227,0.0587,0.4089,0.0858,emaad
outcome_binary,desire_first,200,-0.0851,0.2307,-0.0539,0.4487,0.0851,emaad
outcome_binary,remorse_max,200,-0.0832,0.2416,-0.2202,0.0017,0.0832,emaad
outcome_binary,confusion_mean,200,-0.0825,0.2457,-0.0042,0.9534,0.0825,emaad
outcome_binary,amusement_max,200,0.082,0.2482,0.1231,0.0825,0.082,emaad
outcome_binary,pride_first,200,0.0816,0.2505,0.0204,0.7739,0.0816,emaad
outcome_binary,grief_first,200,0.0806,0.2565,0.0795,0.2631,0.0806,emaad
outcome_binary,desire_std,200,-0.0802,0.2591,-0.1038,0.1437,0.0802,emaad
outcome_binary,realization_early_mean,200,0.0777,0.2741,0.0113,0.8743,0.0777,emaad
outcome_binary,gratitude_first,200,0.075,0.2913,0.0398,0.5754,0.075,emaad
outcome_binary,desire_delta,200,0.0739,0.2983,0.0333,0.6401,0.0739,emaad
outcome_binary,amusement_early_mean,200,0.0707,0.3201,0.089,0.21,0.0707,emaad
outcome_binary,excitement_buyer_minus_seller_mean,200,-0.0701,0.3237,-0.0996,0.1606,0.0701,emaad
outcome_binary,caring_buyer_minus_seller_mean,200,-0.0678,0.3404,-0.0719,0.3118,0.0678,emaad
outcome_binary,desire_buyer_minus_seller_mean,200,-0.0678,0.34,-0.0885,0.2127,0.0678,emaad
outcome_binary,relief_late_minus_early,200,0.067,0.3457,-0.0009,0.9903,0.067,emaad
outcome_binary,approval_late_mean,200,-0.0655,0.3567,-0.0506,0.4769,0.0655,emaad
outcome_binary,love_std,200,0.0639,0.3684,-0.0213,0.7646,0.0639,emaad
outcome_binary,disapproval_min,200,-0.0636,0.3713,-0.0413,0.5614,0.0636,emaad
outcome_binary,confusion_max,200,-0.0629,0.3766,0.0081,0.9089,0.0629,emaad
outcome_binary,curiosity_late_mean,200,0.0626,0.3785,0.0591,0.4061,0.0626,emaad
outcome_binary,approval_mean,200,-0.0623,0.3805,-0.0237,0.7387,0.0623,emaad
outcome_binary,caring_first,200,-0.061,0.3911,-0.1098,0.1216,0.061,emaad
outcome_binary,gratitude_std,200,-0.0605,0.3946,-0.0771,0.278,0.0605,emaad
outcome_binary,nervousness_last,200,-0.0587,0.4093,0.0308,0.6647,0.0587,emaad
outcome_binary,anger_first,200,-0.0556,0.4345,-0.004,0.9554,0.0556,emaad
outcome_binary,embarrassment_early_mean,200,-0.0506,0.4771,-0.1477,0.0368,0.0506,emaad
outcome_binary,relief_first,200,0.0504,0.4786,-0.0026,0.9709,0.0504,emaad
outcome_binary,admiration_delta,200,-0.0501,0.4811,-0.0314,0.6594,0.0501,emaad
outcome_binary,amusement_std,200,0.05,0.4823,0.0729,0.3048,0.05,emaad
outcome_binary,surprise_late_mean,200,-0.0493,0.4882,0.5506,0.0,0.0493,emaad
outcome_binary,admiration_last,200,-0.0471,0.5075,-0.0085,0.9051,0.0471,emaad
outcome_binary,disgust_first,200,0.0456,0.5212,0.0989,0.1635,0.0456,emaad
outcome_binary,surprise_mean,200,0.0435,0.5404,0.3639,0.0,0.0435,emaad
outcome_binary,fear_mean,200,-0.0419,0.5561,-0.3339,0.0,0.0419,emaad
outcome_binary,gratitude_max,200,0.0416,0.5589,-0.0512,0.4717,0.0416,emaad
outcome_binary,desire_last,200,-0.0402,0.5724,-0.0255,0.7204,0.0402,emaad
outcome_binary,confusion_early_mean,200,0.0392,0.5815,0.2274,0.0012,0.0392,emaad
outcome_binary,sadness_first,200,-0.0384,0.5893,0.0246,0.7296,0.0384,emaad
outcome_binary,love_late_mean,200,-0.038,0.5932,-0.2318,0.001,0.038,emaad
outcome_binary,gratitude_late_mean,200,0.0354,0.6182,0.0818,0.2498,0.0354,emaad
outcome_binary,realization_first,200,0.0343,0.6294,0.0468,0.5108,0.0343,emaad
outcome_binary,curiosity_min,200,-0.0337,0.6358,-0.03,0.6736,0.0337,emaad
outcome_binary,pride_late_minus_early,200,0.0304,0.6691,-0.0187,0.7926,0.0304,emaad
outcome_binary,remorse_first,200,0.0273,0.7007,0.0537,0.4502,0.0273,emaad
outcome_binary,anger_buyer_minus_seller_mean,200,-0.0266,0.7083,0.0741,0.2968,0.0266,emaad
outcome_binary,surprise_max,200,0.0263,0.7117,0.2865,0.0,0.0263,emaad
outcome_binary,desire_max,200,-0.0262,0.7125,-0.0495,0.4861,0.0262,emaad
outcome_binary,pride_early_mean,200,-0.0224,0.753,0.1301,0.0664,0.0224,emaad
outcome_binary,pride_late_mean,200,0.0224,0.7526,0.0811,0.2538,0.0224,emaad
outcome_binary,admiration_late_minus_early,200,-0.0197,0.7822,-0.0154,0.8285,0.0197,emaad
outcome_binary,love_early_mean,200,-0.0193,0.7862,0.0887,0.2118,0.0193,emaad
outcome_binary,disapproval_first,200,0.0181,0.7995,0.0383,0.5905,0.0181,emaad
outcome_binary,nervousness_early_mean,200,-0.0178,0.803,-0.1498,0.0342,0.0178,emaad
outcome_binary,optimism_buyer_minus_seller_mean,200,0.0163,0.8188,0.0899,0.2055,0.0163,emaad
outcome_binary,approval_first,200,-0.0162,0.8196,-0.0159,0.8228,0.0162,emaad
outcome_binary,love_mean,200,0.0116,0.87,-0.1155,0.1033,0.0116,emaad
outcome_binary,optimism_first,200,-0.0092,0.8966,-0.0478,0.5014,0.0092,emaad
outcome_binary,fear_max,200,0.009,0.8992,-0.1806,0.0105,0.009,emaad
outcome_binary,fear_buyer_minus_seller_mean,200,0.0086,0.9043,-0.1209,0.0881,0.0086,emaad
outcome_binary,fear_std,200,-0.0072,0.9197,-0.2446,0.0005,0.0072,emaad
outcome_binary,amusement_min,200,-0.0067,0.9247,0.012,0.8666,0.0067,emaad
outcome_binary,confusion_buyer_minus_seller_mean,200,-0.0065,0.9268,-0.0511,0.4724,0.0065,emaad
outcome_binary,surprise_std,200,-0.0051,0.9424,0.2655,0.0001,0.0051,emaad
outcome_binary,love_late_minus_early,200,0.0003,0.9962,-0.1758,0.0128,0.0003,emaad
