global_row_id,dataset_name,source_file,conversation_id,turn_index,speaker_id,role,start_time,end_time,duration_min,text,outcome,is_backchannel
heddaya_nego__3190,heddaya_nego,heddaya-nego.csv,692,55,1,seller,,,14.451,Yeah,,True
heddaya_nego__3192,heddaya_nego,heddaya-nego.csv,692,57,1,seller,,,14.451,Yes,,True
heddaya_nego__3194,heddaya_nego,heddaya-nego.csv,692,59,1,seller,,,14.451,Yeah,,True
heddaya_nego__3196,heddaya_nego,heddaya-nego.csv,692,61,1,seller,,,14.451,Okay,,True
heddaya_nego__3203,heddaya_nego,heddaya-nego.csv,692,68,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3207,heddaya_nego,heddaya-nego.csv,692,72,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3210,heddaya_nego,heddaya-nego.csv,692,75,1,seller,,,14.451,Right,,True
heddaya_nego__3212,heddaya_nego,heddaya-nego.csv,692,77,1,seller,,,14.451,Mhm,,True
heddaya_nego__3214,heddaya_nego,heddaya-nego.csv,692,79,1,seller,,,14.451,Yes,,True
heddaya_nego__3216,heddaya_nego,heddaya-nego.csv,692,81,1,seller,,,14.451,Mhm,,True
heddaya_nego__3218,heddaya_nego,heddaya-nego.csv,692,83,1,seller,,,14.451,Yeah,,True
heddaya_nego__3230,heddaya_nego,heddaya-nego.csv,692,95,1,seller,,,14.451,Okay,,True
heddaya_nego__3232,heddaya_nego,heddaya-nego.csv,692,97,1,seller,,,14.451,Mhm,,True
heddaya_nego__3235,heddaya_nego,heddaya-nego.csv,692,100,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3238,heddaya_nego,heddaya-nego.csv,692,103,1,seller,,,14.451,Yeah,,True
heddaya_nego__3243,heddaya_nego,heddaya-nego.csv,692,108,0,buyer,,,14.451,Mhm,,True
heddaya_nego__3245,heddaya_nego,heddaya-nego.csv,692,110,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3253,heddaya_nego,heddaya-nego.csv,692,118,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3255,heddaya_nego,heddaya-nego.csv,692,120,0,buyer,,,14.451,Mhm,,True
heddaya_nego__3269,heddaya_nego,heddaya-nego.csv,692,134,0,buyer,,,14.451,Mhm,,True
heddaya_nego__3271,heddaya_nego,heddaya-nego.csv,692,136,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3274,heddaya_nego,heddaya-nego.csv,692,139,1,seller,,,14.451,Yeah,,True
heddaya_nego__3279,heddaya_nego,heddaya-nego.csv,692,144,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3287,heddaya_nego,heddaya-nego.csv,692,152,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3292,heddaya_nego,heddaya-nego.csv,692,157,1,seller,,,14.451,Yes,,True
heddaya_nego__3302,heddaya_nego,heddaya-nego.csv,692,167,1,seller,,,14.451,Okay,,True
heddaya_nego__3304,heddaya_nego,heddaya-nego.csv,692,169,1,seller,,,14.451,Okay,,True
heddaya_nego__3309,heddaya_nego,heddaya-nego.csv,692,174,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3314,heddaya_nego,heddaya-nego.csv,692,179,1,seller,,,14.451,Mhm,,True
heddaya_nego__3318,heddaya_nego,heddaya-nego.csv,692,183,1,seller,,,14.451,Yeah,,True
heddaya_nego__3320,heddaya_nego,heddaya-nego.csv,692,185,1,seller,,,14.451,Okay,,True
heddaya_nego__3326,heddaya_nego,heddaya-nego.csv,692,191,1,seller,,,14.451,mhm,,True
heddaya_nego__3334,heddaya_nego,heddaya-nego.csv,692,199,1,seller,,,14.451,Yeah,,True
heddaya_nego__3338,heddaya_nego,heddaya-nego.csv,692,203,1,seller,,,14.451,Okay,,True
heddaya_nego__3346,heddaya_nego,heddaya-nego.csv,693,5,1,seller,,,13.728,Mhm,,True
heddaya_nego__3351,heddaya_nego,heddaya-nego.csv,693,10,0,buyer,,,13.728,Okay,,True
heddaya_nego__3354,heddaya_nego,heddaya-nego.csv,693,13,1,seller,,,13.728,Yeah,,True
heddaya_nego__3357,heddaya_nego,heddaya-nego.csv,693,16,0,buyer,,,13.728,yeah,,True
heddaya_nego__3359,heddaya_nego,heddaya-nego.csv,693,18,0,buyer,,,13.728,Yeah,,True
heddaya_nego__3367,heddaya_nego,heddaya-nego.csv,693,26,0,buyer,,,13.728,Yeah,,True
heddaya_nego__3393,heddaya_nego,heddaya-nego.csv,693,52,0,buyer,,,13.728,Mhm,,True
heddaya_nego__3396,heddaya_nego,heddaya-nego.csv,693,55,1,seller,,,13.728,Yeah,,True
heddaya_nego__3401,heddaya_nego,heddaya-nego.csv,697,4,0,buyer,,,9.72,Yes,,True
heddaya_nego__3403,heddaya_nego,heddaya-nego.csv,697,6,0,buyer,,,9.72,Yeah,,True
heddaya_nego__3405,heddaya_nego,heddaya-nego.csv,697,8,0,buyer,,,9.72,Okay,,True
heddaya_nego__3411,heddaya_nego,heddaya-nego.csv,697,14,0,buyer,,,9.72,Yeah,,True
heddaya_nego__3415,heddaya_nego,heddaya-nego.csv,697,18,0,buyer,,,9.72,Sure,,True
heddaya_nego__3417,heddaya_nego,heddaya-nego.csv,697,20,0,buyer,,,9.72,Okay,,True
heddaya_nego__3426,heddaya_nego,heddaya-nego.csv,697,29,1,seller,,,9.72,Yeah,,True
heddaya_nego__3429,heddaya_nego,heddaya-nego.csv,697,32,0,buyer,,,9.72,Yes,,True
heddaya_nego__3430,heddaya_nego,heddaya-nego.csv,697,33,1,seller,,,9.72,Okay,,True
heddaya_nego__3431,heddaya_nego,heddaya-nego.csv,697,34,0,buyer,,,9.72,Yeah,,True
heddaya_nego__3433,heddaya_nego,heddaya-nego.csv,697,36,0,buyer,,,9.72,Yes,,True
heddaya_nego__3436,heddaya_nego,heddaya-nego.csv,697,39,1,seller,,,9.72,Mhm,,True
heddaya_nego__3440,heddaya_nego,heddaya-nego.csv,697,43,1,seller,,,9.72,Yeah,,True
heddaya_nego__3443,heddaya_nego,heddaya-nego.csv,697,46,0,buyer,,,9.72,Mhm,,True
heddaya_nego__3445,heddaya_nego,heddaya-nego.csv,697,48,0,buyer,,,9.72,Sure,,True
heddaya_nego__3447,heddaya_nego,heddaya-nego.csv,697,50,0,buyer,,,9.72,Yeah,,True
heddaya_nego__3449,heddaya_nego,heddaya-nego.csv,697,52,0,buyer,,,9.72,Yes,,True
heddaya_nego__3451,heddaya_nego,heddaya-nego.csv,697,54,0,buyer,,,9.72,Yes,,True
heddaya_nego__3453,heddaya_nego,heddaya-nego.csv,697,56,0,buyer,,,9.72,Yeah,,True
heddaya_nego__3455,heddaya_nego,heddaya-nego.csv,697,58,0,buyer,,,9.72,Mhm,,True
heddaya_nego__3460,heddaya_nego,heddaya-nego.csv,697,63,1,seller,,,9.72,Yeah,,True
heddaya_nego__3461,heddaya_nego,heddaya-nego.csv,697,64,0,buyer,,,9.72,Yeah,,True
heddaya_nego__3464,heddaya_nego,heddaya-nego.csv,699,1,0,buyer,,,9.154,Yeah,,True
heddaya_nego__3466,heddaya_nego,heddaya-nego.csv,699,3,0,buyer,,,9.154,Yeah,,True
heddaya_nego__3468,heddaya_nego,heddaya-nego.csv,699,5,0,buyer,,,9.154,yep,,True
heddaya_nego__3472,heddaya_nego,heddaya-nego.csv,699,9,0,buyer,,,9.154,Okay,,True
heddaya_nego__3473,heddaya_nego,heddaya-nego.csv,699,10,1,seller,,,9.154,yeah,,True
heddaya_nego__3485,heddaya_nego,heddaya-nego.csv,699,22,1,seller,,,9.154,Okay,,True
heddaya_nego__3487,heddaya_nego,heddaya-nego.csv,699,24,1,seller,,,9.154,okay,,True
heddaya_nego__3497,heddaya_nego,heddaya-nego.csv,699,34,1,seller,,,9.154,Okay,,True
heddaya_nego__3508,heddaya_nego,heddaya-nego.csv,699,45,0,buyer,,,9.154,Yeah,,True
heddaya_nego__3513,heddaya_nego,heddaya-nego.csv,699,50,1,seller,,,9.154,Mhm,,True
heddaya_nego__3515,heddaya_nego,heddaya-nego.csv,699,52,1,seller,,,9.154,Okay,,True
heddaya_nego__3517,heddaya_nego,heddaya-nego.csv,699,54,1,seller,,,9.154,Okay,,True
heddaya_nego__3519,heddaya_nego,heddaya-nego.csv,699,56,1,seller,,,9.154,Okay,,True
heddaya_nego__3521,heddaya_nego,heddaya-nego.csv,699,58,1,seller,,,9.154,Okay,,True
heddaya_nego__3532,heddaya_nego,heddaya-nego.csv,699,69,0,buyer,,,9.154,Uh,,True
heddaya_nego__3533,heddaya_nego,heddaya-nego.csv,699,70,1,seller,,,9.154,right,,True
heddaya_nego__3540,heddaya_nego,heddaya-nego.csv,699,77,0,buyer,,,9.154,Okay,,True
heddaya_nego__3542,heddaya_nego,heddaya-nego.csv,699,79,0,buyer,,,9.154,Right,,True
heddaya_nego__3547,heddaya_nego,heddaya-nego.csv,699,84,1,seller,,,9.154,Right,,True
heddaya_nego__3550,heddaya_nego,heddaya-nego.csv,699,87,0,buyer,,,9.154,Mhm,,True
heddaya_nego__3557,heddaya_nego,heddaya-nego.csv,699,94,1,seller,,,9.154,yeah,,True
heddaya_nego__3566,heddaya_nego,heddaya-nego.csv,699,103,0,buyer,,,9.154,Okay,,True
heddaya_nego__3569,heddaya_nego,heddaya-nego.csv,699,106,1,seller,,,9.154,Okay,,True
heddaya_nego__3571,heddaya_nego,heddaya-nego.csv,699,108,1,seller,,,9.154,Mhm,,True
heddaya_nego__3576,heddaya_nego,heddaya-nego.csv,699,113,0,buyer,,,9.154,Mhm,,True
heddaya_nego__3582,heddaya_nego,heddaya-nego.csv,699,119,0,buyer,,,9.154,Yeah,,True
heddaya_nego__3587,heddaya_nego,heddaya-nego.csv,699,124,1,seller,,,9.154,Yes,,True
heddaya_nego__3589,heddaya_nego,heddaya-nego.csv,70,0,0,buyer,,,1.667,Okay,,True
heddaya_nego__3600,heddaya_nego,heddaya-nego.csv,706,3,0,buyer,,,8.114,Okay,,True
heddaya_nego__3601,heddaya_nego,heddaya-nego.csv,706,4,1,seller,,,8.114,Yeah,,True
heddaya_nego__3607,heddaya_nego,heddaya-nego.csv,706,10,1,seller,,,8.114,Yeah,,True
heddaya_nego__3610,heddaya_nego,heddaya-nego.csv,706,13,0,buyer,,,8.114,Mhm,,True
heddaya_nego__3612,heddaya_nego,heddaya-nego.csv,706,15,0,buyer,,,8.114,Yeah,,True
heddaya_nego__3614,heddaya_nego,heddaya-nego.csv,706,17,0,buyer,,,8.114,Yeah,,True
heddaya_nego__3615,heddaya_nego,heddaya-nego.csv,706,18,1,seller,,,8.114,yeah,,True
heddaya_nego__3616,heddaya_nego,heddaya-nego.csv,706,19,0,buyer,,,8.114,Yeah,,True
heddaya_nego__3617,heddaya_nego,heddaya-nego.csv,706,20,1,seller,,,8.114,Um,,True
heddaya_nego__3618,heddaya_nego,heddaya-nego.csv,706,21,0,buyer,,,8.114,yep,,True
heddaya_nego__3623,heddaya_nego,heddaya-nego.csv,706,26,1,seller,,,8.114,Yeah,,True
heddaya_nego__3625,heddaya_nego,heddaya-nego.csv,706,28,1,seller,,,8.114,Mhm,,True
heddaya_nego__3627,heddaya_nego,heddaya-nego.csv,706,30,1,seller,,,8.114,Mhm,,True
heddaya_nego__3633,heddaya_nego,heddaya-nego.csv,706,36,1,seller,,,8.114,Mhm,,True
heddaya_nego__3639,heddaya_nego,heddaya-nego.csv,706,42,1,seller,,,8.114,Mhm,,True
heddaya_nego__3643,heddaya_nego,heddaya-nego.csv,708,2,1,seller,,,2.312,Mhm,,True
heddaya_nego__3646,heddaya_nego,heddaya-nego.csv,708,5,0,buyer,,,2.312,Okay,,True
heddaya_nego__3648,heddaya_nego,heddaya-nego.csv,708,7,0,buyer,,,2.312,Yeah,,True
heddaya_nego__3650,heddaya_nego,heddaya-nego.csv,708,9,0,buyer,,,2.312,Mhm,,True
heddaya_nego__3655,heddaya_nego,heddaya-nego.csv,708,14,1,seller,,,2.312,Mhm,,True
heddaya_nego__3657,heddaya_nego,heddaya-nego.csv,708,16,1,seller,,,2.312,Mhm,,True
heddaya_nego__3659,heddaya_nego,heddaya-nego.csv,708,18,1,seller,,,2.312,Mhm,,True
heddaya_nego__3661,heddaya_nego,heddaya-nego.csv,708,20,1,seller,,,2.312,Okay,,True
heddaya_nego__3664,heddaya_nego,heddaya-nego.csv,708,23,0,buyer,,,2.312,Mhm,,True
heddaya_nego__3667,heddaya_nego,heddaya-nego.csv,708,26,1,seller,,,2.312,Mhm,,True
heddaya_nego__3673,heddaya_nego,heddaya-nego.csv,712,3,1,seller,,,11.799,Okay,,True
heddaya_nego__3682,heddaya_nego,heddaya-nego.csv,712,12,0,buyer,,,11.799,Mhm,,True
heddaya_nego__3684,heddaya_nego,heddaya-nego.csv,712,14,0,buyer,,,11.799,Mhm,,True
heddaya_nego__3692,heddaya_nego,heddaya-nego.csv,712,22,0,buyer,,,11.799,Yeah,,True
heddaya_nego__3698,heddaya_nego,heddaya-nego.csv,712,28,0,buyer,,,11.799,Yeah,,True
heddaya_nego__3700,heddaya_nego,heddaya-nego.csv,712,30,0,buyer,,,11.799,Okay,,True
heddaya_nego__3703,heddaya_nego,heddaya-nego.csv,712,33,1,seller,,,11.799,Yeah,,True
heddaya_nego__3708,heddaya_nego,heddaya-nego.csv,712,38,0,buyer,,,11.799,Yeah,,True
heddaya_nego__3725,heddaya_nego,heddaya-nego.csv,712,55,1,seller,,,11.799,Yeah,,True
heddaya_nego__3728,heddaya_nego,heddaya-nego.csv,712,58,0,buyer,,,11.799,Sure,,True
heddaya_nego__3731,heddaya_nego,heddaya-nego.csv,712,61,1,seller,,,11.799,Mhm,,True
heddaya_nego__3733,heddaya_nego,heddaya-nego.csv,712,63,1,seller,,,11.799,Right,,True
heddaya_nego__3736,heddaya_nego,heddaya-nego.csv,712,66,0,buyer,,,11.799,Mhm,,True
heddaya_nego__3738,heddaya_nego,heddaya-nego.csv,712,68,0,buyer,,,11.799,Mhm,,True
heddaya_nego__3741,heddaya_nego,heddaya-nego.csv,712,71,1,seller,,,11.799,Yeah,,True
heddaya_nego__3747,heddaya_nego,heddaya-nego.csv,712,77,1,seller,,,11.799,Yeah,,True
heddaya_nego__3750,heddaya_nego,heddaya-nego.csv,712,80,0,buyer,,,11.799,Mhm,,True
heddaya_nego__3753,heddaya_nego,heddaya-nego.csv,712,83,1,seller,,,11.799,Yeah,,True
heddaya_nego__3755,heddaya_nego,heddaya-nego.csv,712,85,1,seller,,,11.799,sure,,True
heddaya_nego__3758,heddaya_nego,heddaya-nego.csv,712,88,0,buyer,,,11.799,Yeah,,True
heddaya_nego__3760,heddaya_nego,heddaya-nego.csv,712,90,0,buyer,,,11.799,Yes,,True
heddaya_nego__3768,heddaya_nego,heddaya-nego.csv,716,3,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3778,heddaya_nego,heddaya-nego.csv,716,13,0,buyer,,,13.576,Yeah,,True
heddaya_nego__3782,heddaya_nego,heddaya-nego.csv,716,17,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3785,heddaya_nego,heddaya-nego.csv,716,20,1,seller,,,13.576,Yeah,,True
heddaya_nego__3788,heddaya_nego,heddaya-nego.csv,716,23,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3790,heddaya_nego,heddaya-nego.csv,716,25,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3796,heddaya_nego,heddaya-nego.csv,716,31,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3800,heddaya_nego,heddaya-nego.csv,716,35,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3805,heddaya_nego,heddaya-nego.csv,716,40,1,seller,,,13.576,Yeah,,True
heddaya_nego__3811,heddaya_nego,heddaya-nego.csv,716,46,1,seller,,,13.576,Yeah,,True
heddaya_nego__3814,heddaya_nego,heddaya-nego.csv,716,49,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3816,heddaya_nego,heddaya-nego.csv,716,51,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3818,heddaya_nego,heddaya-nego.csv,716,53,0,buyer,,,13.576,Yeah,,True
heddaya_nego__3820,heddaya_nego,heddaya-nego.csv,716,55,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3823,heddaya_nego,heddaya-nego.csv,716,58,1,seller,,,13.576,Yeah,,True
heddaya_nego__3826,heddaya_nego,heddaya-nego.csv,716,61,0,buyer,,,13.576,Yeah,,True
heddaya_nego__3828,heddaya_nego,heddaya-nego.csv,716,63,0,buyer,,,13.576,Yeah,,True
heddaya_nego__3835,heddaya_nego,heddaya-nego.csv,716,70,1,seller,,,13.576,Mhm,,True
heddaya_nego__3837,heddaya_nego,heddaya-nego.csv,716,72,1,seller,,,13.576,Yeah,,True
heddaya_nego__3842,heddaya_nego,heddaya-nego.csv,716,77,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3844,heddaya_nego,heddaya-nego.csv,716,79,0,buyer,,,13.576,Yeah,,True
heddaya_nego__3850,heddaya_nego,heddaya-nego.csv,716,85,0,buyer,,,13.576,mhm,,True
heddaya_nego__3854,heddaya_nego,heddaya-nego.csv,716,89,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3856,heddaya_nego,heddaya-nego.csv,716,91,0,buyer,,,13.576,Mhm,,True
heddaya_nego__3861,heddaya_nego,heddaya-nego.csv,718,2,0,buyer,,,6.229,Yes,,True
heddaya_nego__3865,heddaya_nego,heddaya-nego.csv,718,6,0,buyer,,,6.229,Yeah,,True
heddaya_nego__3868,heddaya_nego,heddaya-nego.csv,718,9,1,seller,,,6.229,Right,,True
heddaya_nego__3873,heddaya_nego,heddaya-nego.csv,718,14,0,buyer,,,6.229,Yeah,,True
heddaya_nego__3888,heddaya_nego,heddaya-nego.csv,718,29,1,seller,,,6.229,Mhm,,True
heddaya_nego__3891,heddaya_nego,heddaya-nego.csv,718,32,0,buyer,,,6.229,Yeah,,True
heddaya_nego__3893,heddaya_nego,heddaya-nego.csv,718,34,0,buyer,,,6.229,Yeah,,True
heddaya_nego__3895,heddaya_nego,heddaya-nego.csv,718,36,0,buyer,,,6.229,Mhm,,True
heddaya_nego__3898,heddaya_nego,heddaya-nego.csv,718,39,1,seller,,,6.229,Yeah,,True
heddaya_nego__3900,heddaya_nego,heddaya-nego.csv,718,41,1,seller,,,6.229,Yeah,,True
heddaya_nego__3916,heddaya_nego,heddaya-nego.csv,718,57,1,seller,,,6.229,Sure,,True
heddaya_nego__3923,heddaya_nego,heddaya-nego.csv,720,3,1,seller,,,10.762,Mhm,,True
heddaya_nego__3938,heddaya_nego,heddaya-nego.csv,720,18,0,buyer,,,10.762,Yeah,,True
heddaya_nego__3943,heddaya_nego,heddaya-nego.csv,720,23,1,seller,,,10.762,Mhm,,True
heddaya_nego__3945,heddaya_nego,heddaya-nego.csv,720,25,1,seller,,,10.762,Okay,,True
heddaya_nego__3948,heddaya_nego,heddaya-nego.csv,720,28,0,buyer,,,10.762,yeah,,True
heddaya_nego__3953,heddaya_nego,heddaya-nego.csv,720,33,1,seller,,,10.762,Mhm,,True
heddaya_nego__3956,heddaya_nego,heddaya-nego.csv,720,36,0,buyer,,,10.762,yep,,True
heddaya_nego__3963,heddaya_nego,heddaya-nego.csv,720,43,1,seller,,,10.762,Yeah,,True
heddaya_nego__3967,heddaya_nego,heddaya-nego.csv,720,47,1,seller,,,10.762,Mhm,,True
heddaya_nego__3969,heddaya_nego,heddaya-nego.csv,720,49,1,seller,,,10.762,Mhm,,True
heddaya_nego__3971,heddaya_nego,heddaya-nego.csv,720,51,1,seller,,,10.762,Yeah,,True
heddaya_nego__3976,heddaya_nego,heddaya-nego.csv,720,56,0,buyer,,,10.762,Mhm,,True
heddaya_nego__3989,heddaya_nego,heddaya-nego.csv,722,7,1,seller,,,5.172,Mhm,,True
heddaya_nego__3992,heddaya_nego,heddaya-nego.csv,722,10,0,buyer,,,5.172,Yeah,,True
heddaya_nego__3997,heddaya_nego,heddaya-nego.csv,722,15,1,seller,,,5.172,Mhm,,True
heddaya_nego__4002,heddaya_nego,heddaya-nego.csv,722,20,0,buyer,,,5.172,Um,,True
heddaya_nego__4007,heddaya_nego,heddaya-nego.csv,722,25,1,seller,,,5.172,Mhm,,True
heddaya_nego__4011,heddaya_nego,heddaya-nego.csv,722,29,1,seller,,,5.172,Yeah,,True
heddaya_nego__4014,heddaya_nego,heddaya-nego.csv,722,32,0,buyer,,,5.172,Um,,True
heddaya_nego__4019,heddaya_nego,heddaya-nego.csv,722,37,1,seller,,,5.172,Yeah,,True
heddaya_nego__4040,heddaya_nego,heddaya-nego.csv,724,19,0,buyer,,,13.122,Yeah,,True
heddaya_nego__4043,heddaya_nego,heddaya-nego.csv,724,22,1,seller,,,13.122,Yeah,,True
heddaya_nego__4046,heddaya_nego,heddaya-nego.csv,724,25,0,buyer,,,13.122,Yeah,,True
heddaya_nego__4048,heddaya_nego,heddaya-nego.csv,724,27,0,buyer,,,13.122,Yeah,,True
heddaya_nego__4051,heddaya_nego,heddaya-nego.csv,724,30,1,seller,,,13.122,Right,,True
heddaya_nego__4059,heddaya_nego,heddaya-nego.csv,724,38,1,seller,,,13.122,Yeah,,True
heddaya_nego__4062,heddaya_nego,heddaya-nego.csv,724,41,0,buyer,,,13.122,yeah,,True
heddaya_nego__4065,heddaya_nego,heddaya-nego.csv,724,44,1,seller,,,13.122,Okay,,True
heddaya_nego__4068,heddaya_nego,heddaya-nego.csv,724,47,0,buyer,,,13.122,Yeah,,True
heddaya_nego__4072,heddaya_nego,heddaya-nego.csv,724,51,0,buyer,,,13.122,yeah,,True
heddaya_nego__4074,heddaya_nego,heddaya-nego.csv,729,0,1,seller,,,14.638,Yeah,,True
heddaya_nego__4100,heddaya_nego,heddaya-nego.csv,729,26,1,seller,,,14.638,Okay,,True
heddaya_nego__4104,heddaya_nego,heddaya-nego.csv,729,30,1,seller,,,14.638,Mhm,,True
heddaya_nego__4118,heddaya_nego,heddaya-nego.csv,729,44,1,seller,,,14.638,Yeah,,True
heddaya_nego__4123,heddaya_nego,heddaya-nego.csv,729,49,0,buyer,,,14.638,Yeah,,True
heddaya_nego__4127,heddaya_nego,heddaya-nego.csv,729,53,0,buyer,,,14.638,Yeah,,True
heddaya_nego__4130,heddaya_nego,heddaya-nego.csv,729,56,1,seller,,,14.638,Mhm,,True
heddaya_nego__4145,heddaya_nego,heddaya-nego.csv,729,71,0,buyer,,,14.638,Right,,True
heddaya_nego__4153,heddaya_nego,heddaya-nego.csv,729,79,0,buyer,,,14.638,Mhm,,True
heddaya_nego__4161,heddaya_nego,heddaya-nego.csv,729,87,0,buyer,,,14.638,yes,,True
heddaya_nego__4176,heddaya_nego,heddaya-nego.csv,729,102,1,seller,,,14.638,Yeah,,True
heddaya_nego__4177,heddaya_nego,heddaya-nego.csv,729,103,0,buyer,,,14.638,Yeah,,True
heddaya_nego__4225,heddaya_nego,heddaya-nego.csv,729,151,0,buyer,,,14.638,Um,,True
heddaya_nego__4230,heddaya_nego,heddaya-nego.csv,729,156,1,seller,,,14.638,Okay,,True
heddaya_nego__4243,heddaya_nego,heddaya-nego.csv,733,1,0,buyer,,,8.008,yep,,True
heddaya_nego__4245,heddaya_nego,heddaya-nego.csv,733,3,0,buyer,,,8.008,Mhm,,True
heddaya_nego__4249,heddaya_nego,heddaya-nego.csv,733,7,0,buyer,,,8.008,Yeah,,True
heddaya_nego__4252,heddaya_nego,heddaya-nego.csv,733,10,1,seller,,,8.008,Mhm,,True
heddaya_nego__4254,heddaya_nego,heddaya-nego.csv,733,12,1,seller,,,8.008,Um,,True
heddaya_nego__4260,heddaya_nego,heddaya-nego.csv,733,18,1,seller,,,8.008,Mhm,,True
heddaya_nego__4262,heddaya_nego,heddaya-nego.csv,733,20,1,seller,,,8.008,Yeah,,True
heddaya_nego__4264,heddaya_nego,heddaya-nego.csv,733,22,1,seller,,,8.008,Mhm,,True
heddaya_nego__4268,heddaya_nego,heddaya-nego.csv,733,26,1,seller,,,8.008,Mhm,,True
heddaya_nego__4276,heddaya_nego,heddaya-nego.csv,741,3,1,seller,,,7.288,Yes,,True
heddaya_nego__4284,heddaya_nego,heddaya-nego.csv,741,11,1,seller,,,7.288,Yeah,,True
heddaya_nego__4286,heddaya_nego,heddaya-nego.csv,741,13,1,seller,,,7.288,Mhm,,True
heddaya_nego__4289,heddaya_nego,heddaya-nego.csv,741,16,0,buyer,,,7.288,Okay,,True
heddaya_nego__4296,heddaya_nego,heddaya-nego.csv,741,23,1,seller,,,7.288,yeah,,True
heddaya_nego__4299,heddaya_nego,heddaya-nego.csv,741,26,0,buyer,,,7.288,Mhm,,True
heddaya_nego__4301,heddaya_nego,heddaya-nego.csv,741,28,0,buyer,,,7.288,Right,,True
heddaya_nego__4310,heddaya_nego,heddaya-nego.csv,741,37,1,seller,,,7.288,Yeah,,True
heddaya_nego__4314,heddaya_nego,heddaya-nego.csv,741,41,1,seller,,,7.288,Yeah,,True
heddaya_nego__4317,heddaya_nego,heddaya-nego.csv,741,44,0,buyer,,,7.288,Okay,,True
heddaya_nego__4324,heddaya_nego,heddaya-nego.csv,741,51,1,seller,,,7.288,Mhm,,True
heddaya_nego__4329,heddaya_nego,heddaya-nego.csv,745,2,1,seller,,,6.949,Yes,,True
heddaya_nego__4336,heddaya_nego,heddaya-nego.csv,745,9,0,buyer,,,6.949,Right,,True
heddaya_nego__4352,heddaya_nego,heddaya-nego.csv,745,25,0,buyer,,,6.949,Yeah,,True
heddaya_nego__4365,heddaya_nego,heddaya-nego.csv,745,38,1,seller,,,6.949,Yeah,,True
heddaya_nego__4372,heddaya_nego,heddaya-nego.csv,748,3,1,seller,,,14.752,Yes,,True
heddaya_nego__4376,heddaya_nego,heddaya-nego.csv,748,7,1,seller,,,14.752,Yeah,,True
heddaya_nego__4379,heddaya_nego,heddaya-nego.csv,748,10,0,buyer,,,14.752,Mhm,,True
heddaya_nego__4385,heddaya_nego,heddaya-nego.csv,748,16,0,buyer,,,14.752,Sure,,True
heddaya_nego__4392,heddaya_nego,heddaya-nego.csv,748,23,1,seller,,,14.752,Um,,True
heddaya_nego__4396,heddaya_nego,heddaya-nego.csv,748,27,1,seller,,,14.752,Yeah,,True
heddaya_nego__4398,heddaya_nego,heddaya-nego.csv,748,29,1,seller,,,14.752,Yeah,,True
heddaya_nego__4400,heddaya_nego,heddaya-nego.csv,748,31,1,seller,,,14.752,Yeah,,True
heddaya_nego__4419,heddaya_nego,heddaya-nego.csv,748,50,0,buyer,,,14.752,mhm,,True
heddaya_nego__4425,heddaya_nego,heddaya-nego.csv,748,56,0,buyer,,,14.752,Uh,,True
heddaya_nego__4432,heddaya_nego,heddaya-nego.csv,748,63,1,seller,,,14.752,yeah,,True
heddaya_nego__4437,heddaya_nego,heddaya-nego.csv,748,68,0,buyer,,,14.752,Yeah,,True
heddaya_nego__4439,heddaya_nego,heddaya-nego.csv,748,70,0,buyer,,,14.752,Okay,,True
heddaya_nego__4446,heddaya_nego,heddaya-nego.csv,748,77,1,seller,,,14.752,Right,,True
heddaya_nego__4452,heddaya_nego,heddaya-nego.csv,748,83,1,seller,,,14.752,yeah,,True
heddaya_nego__4496,heddaya_nego,heddaya-nego.csv,748,127,1,seller,,,14.752,yes,,True
heddaya_nego__4517,heddaya_nego,heddaya-nego.csv,762,4,1,seller,,,7.004,yeah,,True
heddaya_nego__4526,heddaya_nego,heddaya-nego.csv,762,13,0,buyer,,,7.004,Yeah,,True
heddaya_nego__4534,heddaya_nego,heddaya-nego.csv,767,3,0,buyer,,,4.743,Okay,,True
heddaya_nego__4539,heddaya_nego,heddaya-nego.csv,767,8,1,seller,,,4.743,Mhm,,True
heddaya_nego__4542,heddaya_nego,heddaya-nego.csv,767,11,0,buyer,,,4.743,Sure,,True
